epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,168.802,1.4223,1.87436,0.65346,0.9083,0.96363,0.98444,0.98068,0.63451,0.95232,0.97305,0.96343,0.49209,1.23361,1.53079,0.6065,0.88584,0.00125358,0.00125358,0.00125358
126,170.065,1.38545,1.62855,0.67599,0.85303,0.96266,0.97409,0.9804,0.63671,0.91827,0.92947,0.93032,0.46927,1.2134,1.35378,0.61251,0.8747,0.00125216,0.00125216,0.00125216
127,171.325,1.41349,1.67408,0.73169,0.86944,0.96266,0.97409,0.9804,0.63671,0.91827,0.92947,0.93032,0.46927,1.2134,1.35378,0.61251,0.8747,0.00125075,0.00125075,0.00125075
128,172.607,1.31921,1.56941,0.68314,0.89329,0.96281,0.97564,0.98182,0.64157,0.92945,0.94221,0.93169,0.44238,1.20904,1.33856,0.59382,0.87624,0.00124933,0.00124933,0.00124933
129,173.862,1.42166,1.67961,0.65182,0.87144,0.96281,0.97564,0.98182,0.64157,0.92945,0.94221,0.93169,0.44238,1.20904,1.33856,0.59382,0.87624,0.00124792,0.00124792,0.00124792
130,175.117,1.35182,1.65019,0.63652,0.88218,0.96206,0.98657,0.98289,0.62867,0.95078,0.97531,0.96676,0.53756,1.14332,1.38652,0.59379,0.86621,0.0012465,0.0012465,0.0012465
131,176.401,1.3205,1.62927,0.66749,0.87603,0.96206,0.98657,0.98289,0.62867,0.95078,0.97531,0.96676,0.53756,1.14332,1.38652,0.59379,0.86621,0.00124509,0.00124509,0.00124509
132,177.735,1.45954,1.99224,0.70653,0.91557,0.95686,0.98889,0.98329,0.65025,0.9456,0.97739,0.96953,0.49927,1.17286,1.39885,0.58761,0.86783,0.00124367,0.00124367,0.00124367
133,178.967,1.32263,1.61904,0.64397,0.9106,0.95686,0.98889,0.98329,0.65025,0.9456,0.97739,0.96953,0.49927,1.17286,1.39885,0.58761,0.86783,0.00124226,0.00124226,0.00124226
134,180.233,1.33872,1.59246,0.6489,0.90459,0.96472,0.96617,0.97797,0.58638,0.88416,0.92268,0.91883,0.36394,1.48026,2.02053,0.65832,0.90901,0.00124084,0.00124084,0.00124084
135,181.522,1.44971,1.98753,0.66405,0.90257,0.96472,0.96617,0.97797,0.58638,0.88416,0.92268,0.91883,0.36394,1.48026,2.02053,0.65832,0.90901,0.00123943,0.00123943,0.00123943
136,182.791,1.47813,1.94118,0.66304,0.90552,0.96323,0.97739,0.98017,0.61843,0.9165,0.93419,0.94533,0.39936,1.42275,1.74956,0.6533,0.90741,0.00123801,0.00123801,0.00123801
137,184.075,1.36356,1.53638,0.68667,0.89301,0.96323,0.97739,0.98017,0.61843,0.9165,0.93419,0.94533,0.39936,1.42275,1.74956,0.6533,0.90741,0.0012366,0.0012366,0.0012366
138,185.337,1.34758,1.83074,0.70146,0.92174,0.98201,0.96085,0.97953,0.62353,0.94409,0.92673,0.94775,0.47042,1.30359,1.76538,0.63553,0.89328,0.00123518,0.00123518,0.00123518
139,186.566,1.40516,1.75294,0.66012,0.90367,0.98201,0.96085,0.97953,0.62353,0.94409,0.92673,0.94775,0.47042,1.30359,1.76538,0.63553,0.89328,0.00123377,0.00123377,0.00123377
140,187.834,1.32866,1.8622,0.67161,0.9021,0.96622,0.95958,0.97977,0.63863,0.94086,0.9367,0.96064,0.48755,1.27099,1.43812,0.62922,0.88478,0.00123236,0.00123236,0.00123236
141,189.104,1.2624,1.6727,0.64796,0.88567,0.96622,0.95958,0.97977,0.63863,0.94086,0.9367,0.96064,0.48755,1.27099,1.43812,0.62922,0.88478,0.00123094,0.00123094,0.00123094
142,190.378,1.24299,1.59634,0.663,0.91615,0.96283,0.94907,0.97898,0.64319,0.9366,0.92625,0.9517,0.43206,1.24029,1.57544,0.63488,0.87369,0.00122953,0.00122953,0.00122953
143,191.618,1.33488,1.70805,0.68174,0.90145,0.96283,0.94907,0.97898,0.64319,0.9366,0.92625,0.9517,0.43206,1.24029,1.57544,0.63488,0.87369,0.00122811,0.00122811,0.00122811
144,192.946,1.31354,1.65257,0.65637,0.87459,0.95852,0.96501,0.97877,0.62679,0.92251,0.93113,0.92535,0.42675,1.24879,1.73772,0.67454,0.88645,0.0012267,0.0012267,0.0012267
145,194.248,1.40748,1.78069,0.7111,0.89097,0.95852,0.96501,0.97877,0.62679,0.92251,0.93113,0.92535,0.42675,1.24879,1.73772,0.67454,0.88645,0.00122528,0.00122528,0.00122528
146,195.525,1.4152,1.9461,0.68001,0.90464,0.97242,0.95937,0.97774,0.64788,0.92635,0.92415,0.92178,0.45362,1.21346,1.61635,0.6069,0.88557,0.00122387,0.00122387,0.00122387
147,196.786,1.37102,1.66243,0.64545,0.87787,0.97242,0.95937,0.97774,0.64788,0.92635,0.92415,0.92178,0.45362,1.21346,1.61635,0.6069,0.88557,0.00122245,0.00122245,0.00122245
148,198.092,1.3611,1.70824,0.68687,0.90178,0.96886,0.9659,0.97827,0.68128,0.92027,0.91992,0.9154,0.48939,1.15243,1.39525,0.56913,0.87403,0.00122104,0.00122104,0.00122104
149,199.356,1.36087,1.68618,0.63694,0.8884,0.96886,0.9659,0.97827,0.68128,0.92027,0.91992,0.9154,0.48939,1.15243,1.39525,0.56913,0.87403,0.00121962,0.00121962,0.00121962
150,200.623,1.42987,1.67982,0.65515,0.87986,0.97138,0.95151,0.97781,0.66317,0.93018,0.95193,0.95798,0.50457,1.15177,1.3354,0.56671,0.86999,0.00121821,0.00121821,0.00121821
151,201.907,1.37175,1.79359,0.64195,0.86767,0.97138,0.95151,0.97781,0.66317,0.93018,0.95193,0.95798,0.50457,1.15177,1.3354,0.56671,0.86999,0.00121679,0.00121679,0.00121679
152,203.231,1.15281,1.40647,0.62746,0.87165,0.96504,0.95121,0.98015,0.67753,0.94008,0.92822,0.94872,0.42645,1.11531,1.55367,0.57359,0.86741,0.00121538,0.00121538,0.00121538
153,204.526,1.25456,1.4526,0.61894,0.87993,0.96504,0.95121,0.98015,0.67753,0.94008,0.92822,0.94872,0.42645,1.11531,1.55367,0.57359,0.86741,0.00121396,0.00121396,0.00121396
154,205.8,1.33488,1.59293,0.63018,0.87339,0.95652,0.95324,0.97939,0.66246,0.93248,0.93041,0.94877,0.34543,1.20881,1.87627,0.59469,0.87849,0.00121255,0.00121255,0.00121255
155,207.093,1.19641,1.54331,0.60101,0.87376,0.95652,0.95324,0.97939,0.66246,0.93248,0.93041,0.94877,0.34543,1.20881,1.87627,0.59469,0.87849,0.00121113,0.00121113,0.00121113
156,208.412,1.28965,1.70479,0.6555,0.84862,0.95631,0.94297,0.97829,0.67349,0.92053,0.90866,0.92654,0.42308,1.20764,1.58588,0.60383,0.88129,0.00120972,0.00120972,0.00120972
157,209.709,1.286,1.65584,0.66514,0.89203,0.95631,0.94297,0.97829,0.67349,0.92053,0.90866,0.92654,0.42308,1.20764,1.58588,0.60383,0.88129,0.00120831,0.00120831,0.00120831
158,211.004,1.31411,1.67411,0.64851,0.87544,0.95803,0.95503,0.97821,0.65514,0.9005,0.89854,0.90396,0.39139,1.23893,1.66203,0.62733,0.8835,0.00120689,0.00120689,0.00120689
159,212.289,1.2363,1.64559,0.61771,0.83787,0.95803,0.95503,0.97821,0.65514,0.9005,0.89854,0.90396,0.39139,1.23893,1.66203,0.62733,0.8835,0.00120548,0.00120548,0.00120548
160,213.613,1.20371,1.39402,0.61106,0.87104,0.96966,0.94291,0.97632,0.66118,0.89448,0.87433,0.88561,0.46355,1.1789,1.44744,0.59928,0.87456,0.00120406,0.00120406,0.00120406
161,214.912,1.26247,1.78878,0.63803,0.85346,0.96966,0.94291,0.97632,0.66118,0.89448,0.87433,0.88561,0.46355,1.1789,1.44744,0.59928,0.87456,0.00120265,0.00120265,0.00120265
162,216.258,1.28604,1.70488,0.6206,0.89297,0.97735,0.93914,0.9768,0.66554,0.93667,0.90494,0.94688,0.53861,1.13769,1.34569,0.57992,0.86558,0.00120123,0.00120123,0.00120123
163,217.578,1.20419,1.48556,0.61909,0.86968,0.97735,0.93914,0.9768,0.66554,0.93667,0.90494,0.94688,0.53861,1.13769,1.34569,0.57992,0.86558,0.00119982,0.00119982,0.00119982
164,218.916,1.21267,1.64531,0.61969,0.87134,0.94042,0.9635,0.9793,0.68471,0.90643,0.92115,0.95089,0.52086,1.07618,1.27296,0.55666,0.85686,0.0011984,0.0011984,0.0011984
165,220.249,1.2932,1.51188,0.62634,0.88501,0.94042,0.9635,0.9793,0.68471,0.90643,0.92115,0.95089,0.52086,1.07618,1.27296,0.55666,0.85686,0.00119699,0.00119699,0.00119699
166,221.612,1.28894,1.52014,0.6161,0.85733,0.9282,0.96614,0.97699,0.67749,0.86397,0.89466,0.90005,0.43079,1.13575,1.41324,0.59491,0.86506,0.00119557,0.00119557,0.00119557
167,222.92,1.23775,1.49667,0.62175,0.86272,0.9282,0.96614,0.97699,0.67749,0.86397,0.89466,0.90005,0.43079,1.13575,1.41324,0.59491,0.86506,0.00119416,0.00119416,0.00119416
168,224.215,1.24556,1.5462,0.6373,0.90006,0.93594,0.9659,0.979,0.7044,0.90184,0.9318,0.94796,0.4855,1.0504,1.32967,0.55183,0.85861,0.00119274,0.00119274,0.00119274
169,225.505,1.22489,1.55039,0.60969,0.86287,0.93594,0.9659,0.979,0.7044,0.90184,0.9318,0.94796,0.4855,1.0504,1.32967,0.55183,0.85861,0.00119133,0.00119133,0.00119133
170,226.805,1.16003,1.4782,0.56878,0.8551,0.96146,0.96062,0.98051,0.68859,0.93695,0.938,0.95511,0.47756,1.07379,1.36667,0.54649,0.86201,0.00118991,0.00118991,0.00118991
171,228.053,1.20832,1.56766,0.62176,0.83472,0.96146,0.96062,0.98051,0.68859,0.93695,0.938,0.95511,0.47756,1.07379,1.36667,0.54649,0.86201,0.0011885,0.0011885,0.0011885
172,229.357,1.21498,1.48683,0.62089,0.88307,0.95358,0.94695,0.98001,0.69593,0.92816,0.92404,0.95566,0.48972,1.05599,1.29051,0.54883,0.85419,0.00118708,0.00118708,0.00118708
173,230.624,1.172,1.55055,0.59612,0.87262,0.95358,0.94695,0.98001,0.69593,0.92816,0.92404,0.95566,0.48972,1.05599,1.29051,0.54883,0.85419,0.00118567,0.00118567,0.00118567
174,231.956,1.1702,1.47911,0.59997,0.86026,0.96026,0.96121,0.9837,0.69581,0.91139,0.91609,0.9182,0.48575,1.05225,1.36602,0.53892,0.85208,0.00118426,0.00118426,0.00118426
175,233.291,1.22637,1.49861,0.60852,0.83712,0.96026,0.96121,0.9837,0.69581,0.91139,0.91609,0.9182,0.48575,1.05225,1.36602,0.53892,0.85208,0.00118284,0.00118284,0.00118284
176,234.619,1.24387,1.55837,0.61586,0.86293,0.95394,0.98889,0.98582,0.68282,0.93805,0.89732,0.92466,0.49136,1.11178,1.51854,0.54803,0.86371,0.00118143,0.00118143,0.00118143
177,235.893,1.20277,1.4785,0.64021,0.87643,0.95394,0.98889,0.98582,0.68282,0.93805,0.89732,0.92466,0.49136,1.11178,1.51854,0.54803,0.86371,0.00118001,0.00118001,0.00118001
178,237.183,1.16114,1.493,0.62474,0.87737,0.95044,0.98382,0.98582,0.68424,0.92275,0.88621,0.91363,0.41262,1.10046,1.29502,0.53432,0.85447,0.0011786,0.0011786,0.0011786
179,238.518,1.16562,1.5056,0.60594,0.89057,0.95044,0.98382,0.98582,0.68424,0.92275,0.88621,0.91363,0.41262,1.10046,1.29502,0.53432,0.85447,0.00117718,0.00117718,0.00117718
180,239.832,1.1992,1.40646,0.60592,0.85816,0.98954,0.94042,0.9843,0.68373,0.90561,0.95441,0.94513,0.44221,1.12144,1.25223,0.55465,0.86038,0.00117577,0.00117577,0.00117577
181,241.146,1.09423,1.36155,0.5851,0.8763,0.98954,0.94042,0.9843,0.68373,0.90561,0.95441,0.94513,0.44221,1.12144,1.25223,0.55465,0.86038,0.00117435,0.00117435,0.00117435
182,242.485,1.19716,1.6542,0.57765,0.87923,0.94926,0.97259,0.98232,0.68965,0.91085,0.94685,0.95079,0.49283,1.09375,1.24919,0.54908,0.85593,0.00117294,0.00117294,0.00117294
183,243.794,1.19899,1.39594,0.6078,0.85934,0.94926,0.97259,0.98232,0.68965,0.91085,0.94685,0.95079,0.49283,1.09375,1.24919,0.54908,0.85593,0.00117152,0.00117152,0.00117152
184,245.087,1.13632,1.32745,0.58051,0.86148,0.95635,0.97739,0.98264,0.70847,0.92111,0.94291,0.93242,0.47809,1.06995,1.1831,0.52851,0.85399,0.00117011,0.00117011,0.00117011
185,246.378,1.04958,1.34009,0.55897,0.8596,0.95635,0.97739,0.98264,0.70847,0.92111,0.94291,0.93242,0.47809,1.06995,1.1831,0.52851,0.85399,0.00116869,0.00116869,0.00116869
186,247.618,1.15719,1.40051,0.61058,0.85159,0.93183,0.97739,0.97968,0.68087,0.88804,0.9318,0.90007,0.39748,1.09916,1.41636,0.55356,0.85341,0.00116728,0.00116728,0.00116728
187,248.855,1.20649,1.51051,0.59741,0.87245,0.93183,0.97739,0.97968,0.68087,0.88804,0.9318,0.90007,0.39748,1.09916,1.41636,0.55356,0.85341,0.00116586,0.00116586,0.00116586
188,250.12,1.2831,1.66982,0.61948,0.854,0.94551,0.96664,0.97924,0.70251,0.88809,0.92031,0.88763,0.41671,1.04412,1.28677,0.56582,0.84753,0.00116445,0.00116445,0.00116445
189,251.36,1.21606,1.67979,0.61783,0.88627,0.94551,0.96664,0.97924,0.70251,0.88809,0.92031,0.88763,0.41671,1.04412,1.28677,0.56582,0.84753,0.00116303,0.00116303,0.00116303
190,252.648,1.30184,1.69221,0.62703,0.86834,0.99496,0.92868,0.98016,0.62711,0.92152,0.90334,0.92923,0.54936,1.27305,1.37133,0.61681,0.88181,0.00116162,0.00116162,0.00116162
191,253.93,1.33321,1.58052,0.64872,0.89101,0.99496,0.92868,0.98016,0.62711,0.92152,0.90334,0.92923,0.54936,1.27305,1.37133,0.61681,0.88181,0.00116021,0.00116021,0.00116021
192,255.282,1.39469,1.87765,0.69923,0.8843,0.9912,0.92804,0.97951,0.60965,0.91295,0.91172,0.91682,0.50351,1.33479,1.49022,0.6199,0.89964,0.00115879,0.00115879,0.00115879
193,256.602,1.32938,1.49888,0.63356,0.84205,0.9912,0.92804,0.97951,0.60965,0.91295,0.91172,0.91682,0.50351,1.33479,1.49022,0.6199,0.89964,0.00115738,0.00115738,0.00115738
194,257.957,1.22872,1.5609,0.65949,0.86593,0.96107,0.9659,0.97963,0.66442,0.925,0.93142,0.93321,0.47101,1.17972,1.41211,0.57949,0.86609,0.00115596,0.00115596,0.00115596
195,259.252,1.24821,1.42504,0.63313,0.89957,0.96107,0.9659,0.97963,0.66442,0.925,0.93142,0.93321,0.47101,1.17972,1.41211,0.57949,0.86609,0.00115455,0.00115455,0.00115455
196,260.557,1.26245,1.51244,0.62972,0.8661,0.95312,0.9659,0.97787,0.67997,0.90935,0.90021,0.90713,0.39335,1.1972,1.64781,0.58163,0.86335,0.00115313,0.00115313,0.00115313
197,261.819,1.21298,1.60976,0.5846,0.8656,0.95312,0.9659,0.97787,0.67997,0.90935,0.90021,0.90713,0.39335,1.1972,1.64781,0.58163,0.86335,0.00115172,0.00115172,0.00115172
198,263.127,1.22793,1.49272,0.60436,0.83871,0.98832,0.92779,0.97803,0.70794,0.97407,0.91651,0.95255,0.45826,1.08958,1.3881,0.54775,0.86056,0.0011503,0.0011503,0.0011503
199,264.408,1.2875,1.54158,0.61019,0.87349,0.98832,0.92779,0.97803,0.70794,0.97407,0.91651,0.95255,0.45826,1.08958,1.3881,0.54775,0.86056,0.00114889,0.00114889,0.00114889
200,265.705,1.30555,1.5588,0.63423,0.84908,0.98556,0.93142,0.97717,0.70729,0.99089,0.9175,0.96317,0.49989,1.02806,1.36206,0.53901,0.85677,0.00114747,0.00114747,0.00114747
201,267.072,1.25463,1.7297,0.60827,0.85267,0.98556,0.93142,0.97717,0.70729,0.99089,0.9175,0.96317,0.49989,1.02806,1.36206,0.53901,0.85677,0.00114606,0.00114606,0.00114606
202,268.453,1.16008,1.50832,0.56599,0.86239,0.94869,0.95302,0.97786,0.68927,0.94974,0.89669,0.94373,0.50242,1.05425,1.46515,0.53143,0.8572,0.00114464,0.00114464,0.00114464
203,269.75,1.09614,1.38921,0.58209,0.87292,0.94869,0.95302,0.97786,0.68927,0.94974,0.89669,0.94373,0.50242,1.05425,1.46515,0.53143,0.8572,0.00114323,0.00114323,0.00114323
204,271.027,1.244,1.5248,0.60687,0.84596,0.99003,0.91911,0.97747,0.68423,0.93473,0.87433,0.92284,0.46562,1.10084,1.55416,0.54503,0.85911,0.00114181,0.00114181,0.00114181
205,272.318,1.16184,1.44864,0.59296,0.85615,0.99003,0.91911,0.97747,0.68423,0.93473,0.87433,0.92284,0.46562,1.10084,1.55416,0.54503,0.85911,0.0011404,0.0011404,0.0011404
206,273.589,1.23296,1.71592,0.59643,0.88044,0.98344,0.94291,0.97593,0.6931,0.95577,0.91992,0.9456,0.47649,1.07711,1.40313,0.54413,0.85668,0.00113898,0.00113898,0.00113898
207,274.864,1.10046,1.2946,0.58458,0.83274,0.98344,0.94291,0.97593,0.6931,0.95577,0.91992,0.9456,0.47649,1.07711,1.40313,0.54413,0.85668,0.00113757,0.00113757,0.00113757
208,276.178,1.09204,1.50964,0.57773,0.85627,0.98308,0.94934,0.9717,0.68889,0.97951,0.92744,0.94614,0.50736,1.06008,1.31131,0.53949,0.85063,0.00113616,0.00113616,0.00113616
209,277.455,1.23504,1.46911,0.59183,0.87075,0.98308,0.94934,0.9717,0.68889,0.97951,0.92744,0.94614,0.50736,1.06008,1.31131,0.53949,0.85063,0.00113474,0.00113474,0.00113474
210,278.761,1.18249,1.50952,0.58943,0.87672,0.99284,0.94279,0.97251,0.69417,0.99552,0.93915,0.9658,0.52999,1.0496,1.22421,0.53594,0.85263,0.00113333,0.00113333,0.00113333
211,280.107,1.31612,1.52605,0.62748,0.86677,0.99284,0.94279,0.97251,0.69417,0.99552,0.93915,0.9658,0.52999,1.0496,1.22421,0.53594,0.85263,0.00113191,0.00113191,0.00113191
212,281.496,1.1642,1.56855,0.64629,0.84056,0.98101,0.94291,0.97555,0.71097,0.96777,0.93142,0.94938,0.4909,1.00966,1.1887,0.5295,0.85214,0.0011305,0.0011305,0.0011305
213,282.765,1.12854,1.35007,0.61193,0.84681,0.98101,0.94291,0.97555,0.71097,0.96777,0.93142,0.94938,0.4909,1.00966,1.1887,0.5295,0.85214,0.00112908,0.00112908,0.00112908
214,284.072,1.05631,1.41571,0.56501,0.85684,0.95841,0.9643,0.97707,0.70861,0.94667,0.92031,0.94147,0.47449,1.00728,1.22526,0.53237,0.84691,0.00112767,0.00112767,0.00112767
215,285.336,1.04971,1.31562,0.58231,0.85793,0.95841,0.9643,0.97707,0.70861,0.94667,0.92031,0.94147,0.47449,1.00728,1.22526,0.53237,0.84691,0.00112625,0.00112625,0.00112625
216,286.672,1.08715,1.39617,0.57982,0.84971,0.95025,0.9659,0.97325,0.6902,0.93843,0.95441,0.96455,0.50912,1.06768,1.19406,0.55333,0.85251,0.00112484,0.00112484,0.00112484
217,287.969,1.06223,1.3092,0.58882,0.83277,0.95025,0.9659,0.97325,0.6902,0.93843,0.95441,0.96455,0.50912,1.06768,1.19406,0.55333,0.85251,0.00112342,0.00112342,0.00112342
218,289.282,1.09946,1.36779,0.60675,0.86024,0.95238,0.9659,0.97221,0.71473,0.94148,0.95479,0.95576,0.51507,1.02241,1.21544,0.53004,0.85292,0.00112201,0.00112201,0.00112201
219,290.567,1.13179,1.37818,0.55787,0.85521,0.95238,0.9659,0.97221,0.71473,0.94148,0.95479,0.95576,0.51507,1.02241,1.21544,0.53004,0.85292,0.00112059,0.00112059,0.00112059
220,291.875,1.04278,1.3154,0.56324,0.8285,0.96469,0.96066,0.97421,0.72216,0.96469,0.96066,0.97291,0.48335,1.03131,1.15237,0.52053,0.85049,0.00111918,0.00111918,0.00111918
221,293.129,1.0693,1.24189,0.58523,0.84393,0.96469,0.96066,0.97421,0.72216,0.96469,0.96066,0.97291,0.48335,1.03131,1.15237,0.52053,0.85049,0.00111776,0.00111776,0.00111776
222,294.464,1.16536,1.36716,0.57347,0.82492,0.96356,0.95441,0.97721,0.72502,0.96356,0.95441,0.97108,0.50564,1.02543,1.08263,0.5014,0.84722,0.00111635,0.00111635,0.00111635
223,295.736,1.07145,1.22282,0.56874,0.87661,0.96356,0.95441,0.97721,0.72502,0.96356,0.95441,0.97108,0.50564,1.02543,1.08263,0.5014,0.84722,0.00111493,0.00111493,0.00111493
224,297.078,1.31455,1.35705,0.66809,0.88229,0.97148,0.96239,0.98234,0.73976,0.9589,0.95115,0.97504,0.56086,0.92193,1.11586,0.48227,0.83438,0.00111352,0.00111352,0.00111352
225,298.423,1.07721,1.47616,0.55074,0.87034,0.97148,0.96239,0.98234,0.73976,0.9589,0.95115,0.97504,0.56086,0.92193,1.11586,0.48227,0.83438,0.0011121,0.0011121,0.0011121
226,299.765,1.02249,1.24535,0.53064,0.83307,0.95995,0.95441,0.98022,0.7332,0.94643,0.94291,0.96665,0.53616,0.94194,1.13986,0.5101,0.83849,0.00111069,0.00111069,0.00111069
227,301.07,1.07305,1.37062,0.57111,0.84047,0.95995,0.95441,0.98022,0.7332,0.94643,0.94291,0.96665,0.53616,0.94194,1.13986,0.5101,0.83849,0.00110928,0.00110928,0.00110928
228,302.383,1.11527,1.48448,0.57652,0.86137,0.94256,0.96713,0.98302,0.73308,0.93061,0.95572,0.97489,0.48654,0.96234,1.32206,0.51049,0.84643,0.00110786,0.00110786,0.00110786
229,303.665,1.08375,1.31752,0.53758,0.83171,0.94256,0.96713,0.98302,0.73308,0.93061,0.95572,0.97489,0.48654,0.96234,1.32206,0.51049,0.84643,0.00110645,0.00110645,0.00110645
230,305.017,1.11883,1.39784,0.54946,0.83466,0.96075,0.97544,0.98551,0.74764,0.92664,0.94169,0.9477,0.46763,0.90916,1.30888,0.49563,0.84491,0.00110503,0.00110503,0.00110503
231,306.318,1.05443,1.3231,0.57096,0.84264,0.96075,0.97544,0.98551,0.74764,0.92664,0.94169,0.9477,0.46763,0.90916,1.30888,0.49563,0.84491,0.00110362,0.00110362,0.00110362
232,307.681,1.16332,1.45207,0.57138,0.8566,0.9589,0.97958,0.9846,0.74123,0.94785,0.96809,0.97438,0.52807,0.90163,1.10704,0.48217,0.83875,0.0011022,0.0011022,0.0011022
233,308.944,1.05201,1.34644,0.55315,0.85373,0.9589,0.97958,0.9846,0.74123,0.94785,0.96809,0.97438,0.52807,0.90163,1.10704,0.48217,0.83875,0.00110079,0.00110079,0.00110079
234,310.232,1.02437,1.2208,0.58481,0.83705,0.98023,0.97953,0.98484,0.72681,0.9688,0.96804,0.97485,0.54971,0.93165,1.02764,0.50285,0.83917,0.00109937,0.00109937,0.00109937
235,311.577,1.08555,1.31673,0.5666,0.86299,0.98023,0.97953,0.98484,0.72681,0.9688,0.96804,0.97485,0.54971,0.93165,1.02764,0.50285,0.83917,0.00109796,0.00109796,0.00109796
236,312.871,1.03741,1.21022,0.54621,0.85499,0.97536,0.97739,0.98265,0.74631,0.9411,0.9433,0.94651,0.47808,0.86147,1.01891,0.48006,0.83356,0.00109654,0.00109654,0.00109654
237,314.154,0.94297,1.19866,0.53548,0.84257,0.97536,0.97739,0.98265,0.74631,0.9411,0.9433,0.94651,0.47808,0.86147,1.01891,0.48006,0.83356,0.00109513,0.00109513,0.00109513
238,315.447,1.09292,1.28446,0.58227,0.85421,0.96859,0.97493,0.98171,0.74651,0.93415,0.9415,0.94549,0.44865,0.8573,1.05722,0.47717,0.83331,0.00109371,0.00109371,0.00109371
239,316.782,1.13534,1.3278,0.5342,0.84323,0.96859,0.97493,0.98171,0.74651,0.93415,0.9415,0.94549,0.44865,0.8573,1.05722,0.47717,0.83331,0.0010923,0.0010923,0.0010923
240,318.101,0.97909,1.34155,0.53579,0.8604,0.96404,0.97567,0.98306,0.7481,0.94143,0.95342,0.96751,0.483,0.8939,1.12318,0.50045,0.83532,0.00109088,0.00109088,0.00109088
241,319.373,1.1758,1.37467,0.61051,0.85231,0.96404,0.97567,0.98306,0.7481,0.94143,0.95342,0.96751,0.483,0.8939,1.12318,0.50045,0.83532,0.00108947,0.00108947,0.00108947
242,320.712,1.10123,1.2805,0.54161,0.86852,0.95795,0.9659,0.98219,0.71823,0.94357,0.95441,0.97593,0.53221,0.99888,1.17453,0.52658,0.84878,0.00108805,0.00108805,0.00108805
243,322.034,1.11929,1.36838,0.54834,0.83524,0.95795,0.9659,0.98219,0.71823,0.94357,0.95441,0.97593,0.53221,0.99888,1.17453,0.52658,0.84878,0.00108664,0.00108664,0.00108664
244,323.331,1.05808,1.28598,0.54781,0.8437,0.98603,0.91992,0.98032,0.72911,0.92331,0.92725,0.9608,0.54985,0.95632,1.14829,0.51296,0.84655,0.00108523,0.00108523,0.00108523
245,324.636,1.14138,1.44308,0.58072,0.85501,0.98603,0.91992,0.98032,0.72911,0.92331,0.92725,0.9608,0.54985,0.95632,1.14829,0.51296,0.84655,0.00108381,0.00108381,0.00108381
246,325.956,1.04971,1.36891,0.54549,0.86453,0.98025,0.91992,0.98194,0.72936,0.95247,0.89693,0.96266,0.5759,0.95445,1.06851,0.50095,0.84673,0.0010824,0.0010824,0.0010824
247,327.298,1.12836,1.38496,0.55754,0.8485,0.98025,0.91992,0.98194,0.72936,0.95247,0.89693,0.96266,0.5759,0.95445,1.06851,0.50095,0.84673,0.00108098,0.00108098,0.00108098
248,328.67,1.08082,1.36376,0.55674,0.85842,0.95001,0.9605,0.98056,0.71241,0.9256,0.93812,0.96255,0.55972,1.03304,1.11515,0.5232,0.85432,0.00107957,0.00107957,0.00107957
249,329.956,1.06952,1.2612,0.54803,0.83293,0.95001,0.9605,0.98056,0.71241,0.9256,0.93812,0.96255,0.55972,1.03304,1.11515,0.5232,0.85432,0.00107815,0.00107815,0.00107815
250,331.283,1.01652,1.31632,0.5136,0.84207,0.95402,0.9587,0.98111,0.72711,0.91841,0.9249,0.94557,0.55263,0.93969,1.08756,0.50233,0.84302,0.00107674,0.00107674,0.00107674
251,332.672,1.06844,1.16709,0.56671,0.83875,0.95402,0.9587,0.98111,0.72711,0.91841,0.9249,0.94557,0.55263,0.93969,1.08756,0.50233,0.84302,0.00107532,0.00107532,0.00107532
252,334.08,1.06301,1.46925,0.56222,0.86195,0.95826,0.98364,0.98461,0.74561,0.913,0.93859,0.93931,0.52166,0.89077,1.02408,0.49193,0.83638,0.00107391,0.00107391,0.00107391
253,335.388,0.98914,1.23802,0.52931,0.85051,0.95826,0.98364,0.98461,0.74561,0.913,0.93859,0.93931,0.52166,0.89077,1.02408,0.49193,0.83638,0.00107249,0.00107249,0.00107249
254,336.696,1.05237,1.24762,0.55272,0.82822,0.97367,0.98847,0.98537,0.75612,0.93998,0.95441,0.94186,0.51536,0.86385,1.01073,0.47467,0.83467,0.00107108,0.00107108,0.00107108
255,337.98,1.00773,1.27131,0.53341,0.82772,0.97367,0.98847,0.98537,0.75612,0.93998,0.95441,0.94186,0.51536,0.86385,1.01073,0.47467,0.83467,0.00106966,0.00106966,0.00106966
256,339.306,1.01281,1.21468,0.53994,0.85777,0.97939,0.98889,0.98693,0.74789,0.94612,0.95441,0.94507,0.54312,0.93186,1.06493,0.49839,0.84248,0.00106825,0.00106825,0.00106825
257,340.591,1.04788,1.49744,0.57004,0.85058,0.97939,0.98889,0.98693,0.74789,0.94612,0.95441,0.94507,0.54312,0.93186,1.06493,0.49839,0.84248,0.00106683,0.00106683,0.00106683
