epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
391,515.214,0.80568,1.06337,0.44745,0.79409,0.99307,0.96571,0.98701,0.79372,0.96809,0.9468,0.9605,0.54956,0.71407,0.88172,0.42073,0.81788,0.000877263,0.000877263,0.000877263
392,516.655,0.84008,1.09156,0.45349,0.82175,0.99184,0.96329,0.9807,0.77928,0.95547,0.92949,0.9504,0.53291,0.72977,0.90258,0.42067,0.8222,0.000875848,0.000875848,0.000875848
393,518.013,1.02864,1.26509,0.46801,0.82137,0.99184,0.96329,0.9807,0.77928,0.95547,0.92949,0.9504,0.53291,0.72977,0.90258,0.42067,0.8222,0.000874434,0.000874434,0.000874434
394,519.304,0.84844,1.00971,0.45308,0.80441,0.98777,0.9659,0.97996,0.77739,0.96274,0.94291,0.95849,0.53053,0.74198,0.91615,0.42627,0.82385,0.000873019,0.000873019,0.000873019
395,520.638,0.91679,1.13977,0.47623,0.82961,0.98777,0.9659,0.97996,0.77739,0.96274,0.94291,0.95849,0.53053,0.74198,0.91615,0.42627,0.82385,0.000871604,0.000871604,0.000871604
396,522.011,0.88667,1.18379,0.48639,0.86133,0.98749,0.9632,0.98047,0.80758,0.95178,0.91992,0.94691,0.54085,0.67826,0.83356,0.41681,0.81461,0.00087019,0.00087019,0.00087019
397,523.321,0.94559,1.11708,0.4758,0.8386,0.98749,0.9632,0.98047,0.80758,0.95178,0.91992,0.94691,0.54085,0.67826,0.83356,0.41681,0.81461,0.000868775,0.000868775,0.000868775
398,524.645,0.84153,1.08101,0.47096,0.84522,0.98741,0.96571,0.98163,0.82142,0.96532,0.93142,0.95619,0.52595,0.67347,0.81702,0.40963,0.81428,0.00086736,0.00086736,0.00086736
399,525.893,0.95804,1.25074,0.47377,0.82711,0.98741,0.96571,0.98163,0.82142,0.96532,0.93142,0.95619,0.52595,0.67347,0.81702,0.40963,0.81428,0.000865945,0.000865945,0.000865945
400,527.199,0.93642,1.13298,0.46203,0.82077,0.98611,0.97525,0.98192,0.80011,0.9635,0.94027,0.9557,0.50772,0.72313,0.81116,0.41924,0.81819,0.000864531,0.000864531,0.000864531
401,528.446,0.92979,1.26046,0.49271,0.83804,0.98611,0.97525,0.98192,0.80011,0.9635,0.94027,0.9557,0.50772,0.72313,0.81116,0.41924,0.81819,0.000863116,0.000863116,0.000863116
402,529.787,0.85826,1.21366,0.45366,0.81125,0.98195,0.97355,0.98169,0.7564,0.94757,0.91607,0.91756,0.44057,0.89428,0.95116,0.46179,0.82832,0.000861701,0.000861701,0.000861701
403,531.065,1.0019,1.24693,0.48525,0.83571,0.98195,0.97355,0.98169,0.7564,0.94757,0.91607,0.91756,0.44057,0.89428,0.95116,0.46179,0.82832,0.000860287,0.000860287,0.000860287
404,532.42,0.86022,1.04028,0.4656,0.84278,0.98347,0.95378,0.97516,0.73887,0.93349,0.90881,0.92444,0.43807,0.983,1.18305,0.48296,0.83486,0.000858872,0.000858872,0.000858872
405,533.702,0.90009,1.08145,0.47637,0.8209,0.98347,0.95378,0.97516,0.73887,0.93349,0.90881,0.92444,0.43807,0.983,1.18305,0.48296,0.83486,0.000857457,0.000857457,0.000857457
406,534.981,0.95867,1.12494,0.45747,0.81479,0.98055,0.95097,0.9748,0.75109,0.93041,0.90553,0.91441,0.43192,0.89896,1.18484,0.46196,0.82759,0.000856042,0.000856042,0.000856042
407,536.298,0.92877,1.19108,0.46039,0.81326,0.98055,0.95097,0.9748,0.75109,0.93041,0.90553,0.91441,0.43192,0.89896,1.18484,0.46196,0.82759,0.000854628,0.000854628,0.000854628
408,537.638,0.96506,1.22738,0.49224,0.84335,0.9868,0.96435,0.98146,0.79671,0.96184,0.94174,0.94746,0.51481,0.73683,0.9533,0.4235,0.81412,0.000853213,0.000853213,0.000853213
409,538.924,0.99478,1.16535,0.48322,0.80521,0.9868,0.96435,0.98146,0.79671,0.96184,0.94174,0.94746,0.51481,0.73683,0.9533,0.4235,0.81412,0.000851798,0.000851798,0.000851798
410,540.213,0.94984,1.03178,0.50588,0.85227,0.98951,0.96448,0.98276,0.79442,0.96459,0.94175,0.95631,0.55652,0.77581,0.87714,0.42696,0.81597,0.000850384,0.000850384,0.000850384
411,541.488,1.01494,1.1904,0.49248,0.82713,0.98951,0.96448,0.98276,0.79442,0.96459,0.94175,0.95631,0.55652,0.77581,0.87714,0.42696,0.81597,0.000848969,0.000848969,0.000848969
412,542.9,1.01902,1.10045,0.49316,0.86934,0.99158,0.9659,0.98495,0.80427,0.94287,0.92031,0.9181,0.52467,0.7803,0.83042,0.42695,0.81727,0.000847554,0.000847554,0.000847554
413,544.224,0.96624,1.23382,0.47717,0.82229,0.99158,0.9659,0.98495,0.80427,0.94287,0.92031,0.9181,0.52467,0.7803,0.83042,0.42695,0.81727,0.000846139,0.000846139,0.000846139
414,545.533,0.93924,1.11442,0.48509,0.81504,0.98752,0.9659,0.98624,0.80138,0.95165,0.9318,0.93925,0.49283,0.75917,0.85011,0.43415,0.81469,0.000844725,0.000844725,0.000844725
415,546.826,0.91954,1.04163,0.48362,0.81073,0.98752,0.9659,0.98624,0.80138,0.95165,0.9318,0.93925,0.49283,0.75917,0.85011,0.43415,0.81469,0.00084331,0.00084331,0.00084331
416,548.145,0.87605,1.07642,0.47566,0.81582,0.98452,0.96554,0.9865,0.77821,0.94838,0.9318,0.94135,0.47933,0.77928,0.97898,0.44105,0.81597,0.000841895,0.000841895,0.000841895
417,549.438,0.95887,1.06579,0.48252,0.80428,0.98452,0.96554,0.9865,0.77821,0.94838,0.9318,0.94135,0.47933,0.77928,0.97898,0.44105,0.81597,0.000840481,0.000840481,0.000840481
418,550.683,1.02494,1.25532,0.50709,0.82466,0.97878,0.96673,0.98688,0.79183,0.92998,0.9217,0.92245,0.48409,0.73486,0.97918,0.42189,0.81558,0.000839066,0.000839066,0.000839066
419,551.949,0.96385,1.2658,0.47163,0.81364,0.97878,0.96673,0.98688,0.79183,0.92998,0.9217,0.92245,0.48409,0.73486,0.97918,0.42189,0.81558,0.000837651,0.000837651,0.000837651
420,553.239,0.81798,1.02497,0.45801,0.82113,0.98614,0.97739,0.9873,0.81692,0.95041,0.9433,0.94786,0.53002,0.6845,0.84762,0.40586,0.81103,0.000836237,0.000836237,0.000836237
421,554.519,0.85001,0.91352,0.46243,0.82402,0.98614,0.97739,0.9873,0.81692,0.95041,0.9433,0.94786,0.53002,0.6845,0.84762,0.40586,0.81103,0.000834822,0.000834822,0.000834822
422,555.853,0.85544,1.18697,0.46751,0.80727,0.98664,0.97739,0.98734,0.81342,0.95395,0.96628,0.96787,0.54575,0.69688,0.79532,0.40167,0.81176,0.000833407,0.000833407,0.000833407
423,557.187,0.92001,0.92637,0.5114,0.8014,0.98664,0.97739,0.98734,0.81342,0.95395,0.96628,0.96787,0.54575,0.69688,0.79532,0.40167,0.81176,0.000831992,0.000831992,0.000831992
424,558.55,0.80955,0.99424,0.448,0.79756,0.98952,0.98766,0.98768,0.80671,0.96662,0.96522,0.96791,0.54302,0.75097,0.80931,0.41909,0.81534,0.000830578,0.000830578,0.000830578
425,559.866,0.88509,1.11284,0.47754,0.82638,0.98952,0.98766,0.98768,0.80671,0.96662,0.96522,0.96791,0.54302,0.75097,0.80931,0.41909,0.81534,0.000829163,0.000829163,0.000829163
426,561.174,0.93469,1.15968,0.48475,0.82424,0.99058,0.97739,0.98734,0.80577,0.96721,0.95479,0.9676,0.53248,0.748,0.84838,0.41484,0.81579,0.000827748,0.000827748,0.000827748
